node_id,count
node-0,6235
node-1,6191
node-2,6098
node-3,6271
node-4,6312
node-5,6282
node-6,6373
node-7,6298
node-8,6210
node-9,6105
node-10,6336
node-11,6431
node-12,6263
node-13,6241
node-14,6163
node-15,6191
#algo,jump
#nodes,16
#keys,100000
#zipf_s,0.000
#table_size,65537
#load_factor,1.250
#vnodes,100
#walk_threshold,8
#seed,1764410679354793000
#mean,6250.000
#max,6431
#std,87.904
#cv,0.01406
