node_id,count
node-0,6751
node-1,6366
node-2,6729
node-3,6409
node-4,6436
node-5,5564
node-6,6473
node-7,5351
node-8,6132
node-9,5918
node-10,7321
node-11,6235
node-12,6549
node-13,5268
node-14,6553
node-15,5945
#algo,chbl
#nodes,16
#keys,100000
#zipf_s,0.000
#table_size,65537
#load_factor,1.250
#vnodes,100
#walk_threshold,8
#seed,42
#mean,6250.000
#max,7321
#std,523.944
#cv,0.08383
