node_id,count
node-0,7563
node-1,7813
node-2,7813
node-3,7813
node-4,3358
node-5,6718
node-6,7813
node-7,3442
node-8,3262
node-9,6735
node-10,7478
node-11,5102
node-12,5189
node-13,7813
node-14,7813
node-15,4275
#algo,chbl
#nodes,16
#keys,100000
#zipf_s,1.200
#table_size,65537
#load_factor,1.250
#vnodes,100
#walk_threshold,8
#seed,42
#mean,6250.000
#max,7813
#std,1765.378
#cv,0.28246
